,RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,RedMatchSigStr,BlueMatchSigStr,RedMatchTD,BlueMatchTD,RedMatchSubAtt,BlueMatchSubAtt,MatchFightTime,FightTag,Result
1537,Bryan Battle,Gabe Green,108.0,-136.0,108.0,73.5294,2023-05-13,"Charlotte, North Carolina, USA",USA,Red,False,Welterweight,MALE,3,1,0,0,6.28,0.45,0.3,0.83,0.5,2,2,11,0,0,0,1,1,0,0,2,Switch,177.8,185.42,155,1,0,0,4.52,0.51,0.6,1.12,0.28,3,1,9,0,0,0,1,1,1,0,3,Orthodox,185.42,195.58,170,28,30,0,0,-1,-1,1,2,0,0,-1,-7.62,-10.16,2,1.76,-0.3,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,0:14,14.0,240.0,220.0,550.0,950.0,850.0,370.0,,,,,,,,May_13_23_bryan_battle_gabe_green,1
1538,Jessica-Rose Clark,Tainara Lisboa,-102.0,-116.0,98.0392,86.2069,2023-05-13,"Charlotte, North Carolina, USA",USA,Blue,False,Women's Bantamweight,FEMALE,3,0,0,0,2.05,0.5,0.5,2.05,0.4,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,2,0,0,3.73,0.51,0.3,1.66,0.42,2,4,20,0,0,1,2,1,0,0,4,Orthodox,165.1,162.56,135,35,32,-2,0,-2,-4,-4,-20,0,-1,0,5.08,7.62,-3,-1.68,0.2,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,3.0,4:20,860.0,185.0,240.0,700.0,650.0,950.0,500.0,,,,,,,,May_13_23_jessica_rose_clark_tainara_lisboa,5
1539,Aljamain Sterling,Henry Cejudo,-120.0,100.0,83.3333,100.0,2023-05-06,"Newark, New Jersey, USA",USA,Red,True,Bantamweight,MALE,5,0,6,0,3.77,0.46,0.2,1.99,0.32,6,2,32,5,0,2,4,4,0,0,10,Orthodox,162.56,162.56,135,0,8,0,4.61,0.52,0.7,2.31,0.27,8,3,47,4,0,1,6,2,4,0,14,Orthodox,170.18,180.34,145,33,36,0,-2,-2,-4,-1,-15,1,2,-4,-7.62,-17.78,3,-0.84,-0.5,-0.32,,,0.0,,,,,,,,,,,0.0,,6.0,,,,,,,,,,,,,,Red,S-DEC,,5.0,5:00,1500.0,260.0,230.0,400.0,1500.0,1000.0,350.0,,,,,,,,May_06_23_aljamain_sterling_henry_cejudo,3
1540,Belal Muhammad,Gilbert Burns,128.0,-152.0,128.0,65.7895,2023-05-06,"Newark, New Jersey, USA",USA,Red,False,Welterweight,MALE,3,0,2,0,3.29,0.48,0.5,2.24,0.38,6,5,49,1,0,0,7,3,5,0,15,Orthodox,177.8,180.34,170,0,8,0,4.39,0.43,0.2,2.28,0.39,8,3,49,1,0,1,9,2,1,0,13,Orthodox,180.34,182.88,170,34,36,0,-6,-2,2,2,0,0,1,4,-2.54,-2.54,2,-1.1,0.3,-0.04,,5.0,4.0,,,,,,,,4.0,,,,,,,,,,,,,5.0,,,,,,Red,U-DEC,,5.0,5:00,1500.0,240.0,270.0,1300.0,500.0,550.0,380.0,,,,,,,,May_06_23_belal_muhammad_gilbert_burns,3
1541,Jessica Andrade,Yan Xiaonan,-180.0,,55.5556,,2023-05-06,"Newark, New Jersey, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,1,0,4.97,0.44,0.0,1.0,0.73,6,2,28,1,1,0,6,0,0,0,7,Orthodox,165.1,160.02,115,1,0,0,6.62,0.5,0.3,2.37,0.55,4,8,49,4,0,1,6,5,3,0,15,Orthodox,154.94,157.48,125,31,33,-1,1,2,-8,-6,-21,-3,-5,-3,10.16,2.54,2,-1.65,-0.3,-1.37,,6.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,Blue,KO/TKO,Punch,1.0,2:20,140.0,210.0,,460.0,,360.0,,,,,,,,,May_06_23_jessica_andrade_yan_xiaonan,4
1542,Movsar Evloev,Diego Lopes,-1000.0,660.0,10.0,660.0,2023-05-06,"Newark, New Jersey, USA",USA,Red,False,Featherweight,MALE,3,1,0,0,3.24,0.55,3.7,0.33,0.25,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,145,0,6,0,4.43,0.48,0.2,4.75,0.46,6,0,18,0,0,1,5,0,0,0,6,Orthodox,170.18,182.88,145,29,28,1,-6,-6,-6,1,-15,0,0,0,10.16,0.0,-1,-1.19,3.5,-4.42,,,10.0,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,125.0,2200.0,500.0,1100.0,170.0,2000.0,,,,,,,,May_06_23_movsar_evloev_diego_lopes,3
1543,Kron Gracie,Charles Jourdain,142.0,-168.0,142.0,59.5238,2023-05-06,"Newark, New Jersey, USA",USA,Blue,False,Featherweight,MALE,3,2,0,1,5.48,0.48,0.5,0.35,0.23,2,5,27,0,0,0,1,2,1,0,4,Switch,175.26,175.26,145,1,0,0,3.74,0.44,0.5,0.47,0.25,1,1,4,0,0,0,0,0,1,0,1,Southpaw,175.26,177.8,145,34,27,1,0,1,3,4,23,0,2,0,0.0,-2.54,-7,1.74,0.0,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,900.0,280.0,230.0,1700.0,1800.0,155.0,,,,,,,,May_06_23_kron_gracie_charles_jourdain,6
1544,Drew Dober,Matt Frevola,-225.0,188.0,44.4444,188.0,2023-05-06,"Newark, New Jersey, USA",USA,Blue,False,Lightweight,MALE,3,0,2,1,3.71,0.42,0.9,2.59,0.4,2,3,18,0,0,1,1,2,1,0,5,Orthodox,175.26,180.34,155,0,3,0,4.39,0.4,0.1,0.67,0.17,3,7,42,0,0,0,3,9,1,0,13,Southpaw,172.72,177.8,155,34,32,0,-1,-1,-8,-4,-24,0,-7,0,2.54,2.54,-2,-0.68,0.8,1.92,,,14.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1.0,4:08,248.0,550.0,460.0,1400.0,950.0,-115.0,600.0,,,,,,,,May_06_23_drew_dober_matt_frevola,4
1545,Kennedy Nzechukwu,Devin Clark,-184.0,154.0,54.3478,154.0,2023-05-06,"Newark, New Jersey, USA",USA,Red,False,Light Heavyweight,MALE,3,0,1,0,3.03,0.54,0.1,2.17,0.32,2,7,37,0,0,0,7,1,0,0,8,Orthodox,182.88,190.5,205,0,2,0,5.13,0.45,0.2,0.6,0.45,3,3,24,0,0,1,1,5,0,0,7,Southpaw,195.58,210.82,205,30,33,0,-1,-1,1,4,13,0,-4,0,-12.7,-20.32,3,-2.1,-0.1,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,2.0,2:28,448.0,300.0,290.0,1600.0,1300.0,145.0,750.0,,,,,,,,May_06_23_kennedy_nzechukwu_devin_clark,2
1546,Khaos Williams,Rolando Bedoya,-450.0,340.0,22.2222,340.0,2023-05-06,"Newark, New Jersey, USA",USA,Red,False,Welterweight,MALE,3,0,0,0,7.29,0.49,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,155,1,0,0,5.81,0.39,0.0,0.0,0.0,2,2,14,0,0,0,1,3,0,0,4,Orthodox,182.88,195.58,170,29,26,-1,0,-2,-4,-2,-14,0,-3,0,-2.54,-7.62,-3,1.48,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,400.0,,1200.0,,-150.0,,,,,,,,,May_06_23_khaos_williams_rolando_bedoya,3
1547,Marina Rodriguez,Virna Jandiroba,-120.0,102.0,83.3333,102.0,2023-05-06,"Newark, New Jersey, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,1,0,2.12,0.38,1.7,2.29,0.34,2,3,17,0,0,0,1,1,2,0,4,Orthodox,160.02,162.56,115,1,0,2,4.82,0.47,0.2,0.23,0.42,4,2,34,0,0,1,4,2,0,0,7,Orthodox,167.64,165.1,115,36,34,-1,1,-2,-3,1,-17,0,-1,2,-7.62,-2.54,-2,-2.7,1.5,2.06,,9.0,5.0,,,5.0,,,,,,,,,,14.0,,,9.0,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,150.0,250.0,2200.0,440.0,470.0,1500.0,,,,,,,,May_06_23_marina_rodriguez_virna_jandiroba,6
1548,Braxton Smith,Parker Porter,148.0,-176.0,148.0,56.8182,2023-05-06,"Newark, New Jersey, USA",USA,Blue,False,Heavyweight,MALE,3,2,0,0,6.55,0.5,0.5,1.35,0.26,3,3,12,0,0,0,3,0,0,0,3,Orthodox,182.88,190.5,265,0,0,0,6.46,0.48,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,257,33,38,2,0,3,3,3,12,0,0,0,2.54,7.62,5,0.09,0.5,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,2:10,130.0,1200.0,550.0,1700.0,270.0,195.0,250.0,,,,,,,,May_06_23_braxton_smith_parker_porter,4
1549,Phil Hawes,Ikram Aliskerov,160.0,-190.0,160.0,52.6316,2023-05-06,"Newark, New Jersey, USA",USA,Blue,False,Middleweight,MALE,3,0,1,0,7.03,0.6,1.8,1.82,0.33,1,0,1,0,0,0,0,0,1,0,1,Southpaw,182.88,193.04,185,1,0,0,5.33,0.59,0.2,2.11,0.34,4,3,14,0,1,0,1,3,0,0,5,Orthodox,182.88,195.58,185,34,30,-1,1,-3,-4,-3,-13,0,-3,1,0.0,-2.54,-4,1.7,1.6,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,2:10,130.0,700.0,350.0,1600.0,320.0,310.0,260.0,,,,,,,,May_06_23_phil_hawes_ikram_aliskerov,4
1550,Joseph Holmes,Claudio Ribeiro,136.0,-162.0,136.0,61.7284,2023-05-06,"Newark, New Jersey, USA",USA,Blue,False,Middleweight,MALE,3,1,0,0,3.59,0.51,0.0,0.56,0.5,1,1,3,0,0,0,0,1,0,0,1,Orthodox,185.42,195.58,185,1,0,0,2.88,0.53,0.8,1.49,0.4,1,2,8,0,0,0,0,0,2,0,2,Orthodox,193.04,203.2,185,27,30,0,0,0,-1,-1,-5,0,1,-2,-7.62,-7.62,3,0.71,-0.8,-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,3:21,501.0,650.0,,380.0,,900.0,,,,,,,,,May_06_23_joseph_holmes_claudio_ribeiro,4
1551,Song Yadong,Ricky Simon,122.0,-144.0,122.0,69.4444,2023-04-29,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,5,0,5,0,2.99,0.43,0.3,5.2,0.44,5,2,28,0,0,2,3,1,3,0,9,Orthodox,167.64,175.26,135,1,0,1,4.49,0.43,0.2,0.66,0.4,4,2,26,0,0,1,2,4,1,0,8,Orthodox,172.72,170.18,135,25,30,-1,5,1,1,0,2,0,-3,2,-5.08,5.08,5,-1.5,0.1,4.54,,10.0,8.0,,,,,,,,,,,8.0,,,,,,,,,,,,,10.0,,,Red,KO/TKO,Punch,5.0,1:10,1270.0,,200.0,,470.0,,650.0,,,,,,,,Apr_29_23_song_yadong_ricky_simon,1
1552,Caio Borralho,Michal Oleksiejczuk,-390.0,310.0,25.641,310.0,2023-04-29,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,0,2,0,5.08,0.5,0.0,1.08,0.43,2,3,17,0,0,1,0,5,0,0,6,Southpaw,182.88,187.96,185,0,5,0,3.61,0.6,0.5,1.56,0.6,5,0,13,0,0,0,4,1,0,0,5,Southpaw,185.42,190.5,185,30,28,0,-3,-3,1,3,4,0,4,0,-2.54,-2.54,-2,1.47,-0.5,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,2:49,469.0,290.0,750.0,125.0,3200.0,440.0,700.0,,,,,,,,Apr_29_23_caio_borralho_michal_oleksiejczuk,2
1553,Rodolfo Vieira,Cody Brundage,-250.0,205.0,40.0,205.0,2023-04-29,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,1,0,0,1.62,0.54,0.9,2.31,0.5,2,3,7,0,0,0,0,1,1,0,2,Orthodox,182.88,182.88,185,1,0,0,3.19,0.54,1.6,4.18,0.3,2,2,11,0,0,0,0,0,3,0,3,Orthodox,182.88,185.42,185,33,28,0,0,0,-1,1,-4,0,1,-2,0.0,-2.54,-5,-1.57,-0.7,-1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,2.0,1:28,388.0,550.0,650.0,-110.0,1300.0,950.0,420.0,,,,,,,,Apr_29_23_rodolfo_vieira_cody_brundage,2
1554,Julian Erosa,Fernando Padilla,-158.0,134.0,63.2911,134.0,2023-04-29,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,0,0,6.48,0.42,0.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,193.04,145,1,0,0,6.18,0.48,0.8,1.69,0.48,3,6,29,0,0,2,1,2,2,0,7,Southpaw,185.42,187.96,145,33,26,-1,0,-3,-7,-6,-29,0,-2,-2,0.0,5.08,-7,0.3,0.0,-1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,1:41,101.0,340.0,500.0,270.0,850.0,480.0,360.0,,,,,,,,Apr_29_23_julian_erosa_fernando_padilla,4
1555,Marcos Rogerio de Lima,Waldo Cortes-Acosta,-174.0,146.0,57.4713,146.0,2023-04-29,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,3,0,5.64,0.48,0.2,0.55,0.6,3,0,7,0,0,0,2,1,0,0,3,Orthodox,193.04,198.12,260,0,1,0,3.7,0.57,0.5,1.4,0.45,2,7,26,0,0,0,2,5,2,0,9,Orthodox,185.42,190.5,253,37,31,0,2,1,-6,-7,-19,0,-4,-2,7.62,7.62,-6,1.94,-0.3,-0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,380.0,470.0,550.0,1800.0,185.0,330.0,,,,,,,,Apr_29_23_marcos_rogerio_de_lima_waldo_cortes_acosta,3
1556,Josh Quinlan,Trey Waters,-245.0,200.0,40.8163,200.0,2023-04-29,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,1,0,0,6.43,0.44,0.9,0.44,0.33,0,1,1,0,0,0,0,0,0,0,0,Orthodox,195.58,195.58,170,0,1,0,3.57,0.42,0.0,0.34,0.11,1,0,2,0,0,0,0,1,0,0,1,Orthodox,182.88,182.88,170,30,28,1,-1,-1,-1,1,-1,0,-1,0,12.7,12.7,-2,2.86,0.9,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,550.0,850.0,700.0,1000.0,115.0,340.0,,,,,,,,Apr_29_23_josh_quinlan_trey_waters,6
1557,Martin Buday,Jake Collier,-144.0,122.0,69.4444,122.0,2023-04-29,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,2,0,0,5.8,0.44,0.6,0.71,0.33,1,7,27,0,0,1,2,1,1,0,5,Orthodox,190.5,198.12,230,0,3,0,4.84,0.53,0.2,0.21,0.25,3,0,7,0,0,1,1,1,0,0,3,Orthodox,193.04,195.58,265,31,34,2,-3,-2,2,7,20,0,0,1,-2.54,2.54,3,0.96,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,310.0,220.0,1000.0,1000.0,260.0,550.0,,,,,,,,Apr_29_23_martin_buday_jake_collier,3
1558,Cody Durden,Charles Johnson,122.0,-144.0,122.0,69.4444,2023-04-29,"Las Vegas, Nevada, USA",USA,Red,False,Flyweight,MALE,3,1,0,0,4.83,0.51,0.5,0.38,0.2,2,2,10,0,0,1,0,1,0,0,2,Switch,175.26,177.8,125,0,2,1,3.19,0.5,0.8,4.6,0.5,2,2,12,0,0,0,2,1,0,0,3,Southpaw,170.18,170.18,125,32,32,1,-2,0,-1,0,-2,0,0,0,5.08,7.62,0,1.64,-0.3,-4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,210.0,195.0,1100.0,700.0,900.0,390.0,,,,,,,,Apr_29_23_cody_durden_charles_johnson,3
1559,Stephanie Egger,Irina Alekseeva,-350.0,280.0,28.5714,280.0,2023-04-29,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,FEMALE,3,0,0,0,3.84,0.43,0.9,0.87,0.2,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,170.18,135,0,1,0,2.2,0.46,0.6,2.48,0.42,2,2,9,0,0,0,0,1,2,0,3,Orthodox,167.64,172.72,135,34,32,0,-1,-2,-3,-2,-9,0,-1,-2,5.08,-2.54,-2,1.64,0.3,-1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Kneebar,1.0,2:11,131.0,195.0,470.0,170.0,1200.0,600.0,1300.0,,,,,,,,Apr_29_23_stephanie_egger_irina_alekseeva,5
1560,Journey Newson,Marcus McGhee,110.0,138.0,110.0,138.0,2023-04-29,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,MALE,3,0,0,0,5.43,0.51,0.8,0.84,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,135,1,0,0,2.64,0.32,0.3,0.56,0.16,1,3,11,0,0,0,1,0,0,0,1,Orthodox,165.1,170.18,135,34,32,-1,0,-1,-1,-3,-11,0,0,0,7.62,5.08,-2,2.79,0.5,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,2:03,423.0,230.0,550.0,700.0,1600.0,300.0,280.0,,,,,,,,Apr_29_23_journey_newson_marcus_mcghee,5
1561,Hailey Cowan,Jamey-Lyn Horth,138.0,-164.0,138.0,60.9756,2023-04-29,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,FEMALE,3,0,0,0,3.97,0.62,0.0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,167.64,125,0,1,0,2.97,0.42,0.0,1.5,0.33,1,0,3,0,0,1,0,0,0,0,1,Southpaw,172.72,170.18,135,31,33,0,-1,-1,-1,0,-3,0,0,0,-2.54,-2.54,2,1.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,230.0,210.0,1300.0,340.0,1000.0,650.0,,,,,,,,Apr_29_23_hailey_cowan_jamey_lyn_horth,6
1562,Sergei Pavlovich,Curtis Blaydes,112.0,-132.0,112.0,75.7576,2023-04-22,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,5,0,3,0,3.54,0.5,0.0,5.69,0.53,5,3,38,1,0,0,5,7,0,0,12,Orthodox,193.04,203.2,265,0,5,0,5.86,0.44,0.0,0.0,0.0,5,1,6,1,0,0,0,5,0,0,5,Southpaw,190.5,213.36,257,30,32,0,-2,0,7,2,32,0,2,0,2.54,-10.16,2,-2.32,0.0,5.69,,4.0,3.0,,,,,3.0,,,,,,,,,,,,,4.0,,,,,,,,,Red,KO/TKO,Punches,1.0,3:08,188.0,1500.0,850.0,2300.0,1200.0,145.0,120.0,,,,,,,,Apr_22_23_sergei_pavlovich_curtis_blaydes,1
1563,Brad Tavares,Bruno Silva,-162.0,136.0,61.7284,136.0,2023-04-22,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,2,0,0,4.12,0.49,0.0,0.93,0.27,3,2,11,0,0,0,0,3,0,0,3,Orthodox,182.88,187.96,185,1,0,0,3.38,0.43,0.0,0.78,0.26,5,7,58,0,0,3,9,2,0,0,14,Orthodox,185.42,187.96,185,35,33,1,0,-2,-11,-5,-47,0,1,0,-2.54,0.0,-2,0.74,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,neither,KO/TKO,Punch,1.0,3:35,215.0,180.0,650.0,1100.0,1700.0,320.0,240.0,,,,,,,,Apr_22_23_brad_tavares_bruno_silva,4
1564,Iasmin Lucindo,Brogan Walker,-375.0,300.0,26.6667,300.0,2023-04-22,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,FEMALE,3,1,0,0,2.04,0.3,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Switch,162.56,170.18,125,1,0,0,3.95,0.46,0.3,2.23,0.53,0,1,3,0,0,0,0,0,0,0,0,Orthodox,160.02,167.64,115,21,34,0,0,0,0,0,0,0,0,0,2.54,2.54,13,-1.91,-0.3,-2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,-105.0,450.0,850.0,1600.0,320.0,1700.0,,,,,,,,Apr_22_23_iasmin_lucindo_brogan_walker,3
1565,Jeremiah Wells,Matthew Semelsberger,-102.0,-116.0,98.0392,86.2069,2023-04-22,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,1,0,3.78,0.43,0.4,1.02,0.57,2,2,17,0,0,0,3,2,0,0,5,Switch,185.42,190.5,170,0,3,0,2.41,0.43,0.8,3.08,0.44,3,0,4,0,0,0,0,2,1,0,3,Switch,175.26,187.96,170,36,30,0,-2,-1,2,2,13,0,0,-1,10.16,2.54,-6,1.37,-0.4,-2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,500.0,280.0,350.0,1400.0,410.0,310.0,,,,,,,,Apr_22_23_jeremiah_wells_matthew_semelsberger,3
1566,Ricky Glenn,Christos Giagos,-164.0,138.0,60.9756,138.0,2023-04-22,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,2,0,0,3.03,0.41,0.4,2.84,0.36,2,6,23,0,0,0,3,0,2,0,5,Orthodox,177.8,180.34,155,0,1,1,3.79,0.42,0.4,0.72,0.13,2,3,22,0,0,2,1,1,0,0,4,Southpaw,182.88,177.8,170,34,33,2,-1,0,1,3,1,0,-1,2,-5.08,2.54,-1,-0.76,0.0,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,1:35,95.0,170.0,340.0,650.0,750.0,440.0,600.0,,,,,,,,Apr_22_23_ricky_glenn_christos_giagos,4
1567,Rani Yahya,Montel Jackson,440.0,-590.0,440.0,16.9492,2023-04-22,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,3,0,3.39,0.53,0.3,3.41,0.71,3,2,23,0,0,0,4,2,1,0,7,Southpaw,177.8,190.5,135,0,2,1,1.71,0.38,1.8,2.73,0.3,4,7,60,1,0,1,5,0,11,0,17,Orthodox,167.64,170.18,135,38,30,0,1,-1,-10,-5,-37,-1,2,-10,10.16,20.32,-8,1.68,-1.5,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,3:42,222.0,950.0,240.0,950.0,1300.0,2200.0,-125.0,,,,,,,,Apr_22_23_rani_yahya_montel_jackson,4
1568,Karol Rosa,Norma Dumont,-102.0,-116.0,98.0392,86.2069,2023-04-22,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Featherweight,FEMALE,3,0,1,0,3.11,0.49,0.0,1.91,0.68,3,2,18,0,0,1,3,0,0,0,4,Orthodox,170.18,170.18,135,0,1,0,6.49,0.56,0.0,1.2,0.46,4,1,18,0,1,1,3,0,0,0,5,Orthodox,165.1,170.18,135,28,32,0,0,-1,-1,1,0,0,0,0,5.08,0.0,4,-3.38,0.0,0.71,,,,,,,9.0,,,,,,,,,,,,,13.0,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,170.0,125.0,1100.0,1100.0,650.0,1400.0,,,,,,,,Apr_22_23_karol_rosa_norma_dumont,6
1569,Mohammed Usman,Junior Tafa,100.0,-118.0,100.0,84.7458,2023-04-22,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,0,0,1.67,0.42,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,240,0,1,0,3.41,0.36,0.0,0.69,0.17,1,0,2,0,0,0,0,1,0,0,1,Orthodox,187.96,200.66,239,34,26,0,-1,-1,-1,0,-2,0,-1,0,2.54,-10.16,-8,-1.74,0.0,-0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,470.0,600.0,900.0,2000.0,260.0,145.0,,,,,,,,Apr_22_23_mohammed_usman_junior_tafa,3
1570,Francis Marshall,William Gomis,-196.0,164.0,51.0204,164.0,2023-04-22,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,1,0,2.62,0.46,0.7,1.06,0.6,1,0,3,0,0,0,1,0,0,0,1,Southpaw,182.88,185.42,145,0,2,0,3.69,0.34,0.5,2.68,0.41,2,0,5,0,0,0,1,1,0,0,2,Orthodox,175.26,182.88,145,24,25,0,-1,-1,-1,0,-2,0,-1,0,7.62,2.54,1,-1.07,0.2,-1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,185.0,,310.0,,600.0,,,,,,,,,Apr_22_23_francis_marshall_william_gomis,6
